% Model,LargeGraphiteBlockCharge_v3_mdotbnd_charge_allhours.mph
% Version,COMSOL 6.0.0.405
% Date,"Sep 28 2023, 15:53"
% Table,Accumulated Probe Table 26 - 
% hours (h),max_flowrate_factor,Time (s),"Temperature (K), inlet_T","Temperature (K), outlet_T_5","Temperature (K), block_1","Temperature (K), Sn_block_1","Temperature (K), bottom_right_T","Outward mass flow rate across feature selection (kg/s), mass_flowrate"
1,1,12348,2673,2647.6,2643.1,2663.3,2608.1,1.2238
1,1,12384,2673,2647.8,2643.4,2663.4,2608.6,1.2238
1,1,12420,2673,2648,2643.6,2663.5,2609.1,1.2238
1,1,12456,2673,2648.2,2643.9,2663.6,2609.5,1.2238
1,1,12492,2673,2648.4,2644.1,2663.7,2610,1.2238
1,1,12528,2673,2648.7,2644.4,2663.8,2610.5,1.2238
1,1,12564,2673,2648.9,2644.6,2663.9,2611,1.2238
1,1,12600,2673,2649.1,2644.9,2663.9,2611.4,1.2238
1,1,12636,2673,2649.3,2645.1,2664,2611.9,1.2238
1,1,12672,2673,2649.5,2645.4,2664.1,2612.3,1.2238
1,1,12708,2673,2649.7,2645.6,2664.2,2612.8,1.2238
1,1,12744,2673,2649.9,2645.8,2664.3,2613.3,1.2238
1,1,12780,2673,2650.1,2646.1,2664.4,2613.7,1.2238
1,1,12816,2673,2650.3,2646.3,2664.4,2614.2,1.2238
1,1,12852,2673,2650.4,2646.5,2664.5,2614.6,1.2238
1,1,12888,2673,2650.6,2646.8,2664.6,2615,1.2238
1,1,12924,2673,2650.8,2647,2664.7,2615.5,1.2238
1,1,12960,2673,2651,2647.2,2664.8,2615.9,1.2238
1,1,12996,2673,2651.2,2647.5,2664.8,2616.3,1.2238
1,1,13032,2673,2651.4,2647.7,2664.9,2616.8,1.2238
1,1,13068,2673,2651.6,2647.9,2665,2617.2,1.2238
1,1,13104,2673,2651.8,2648.1,2665.1,2617.6,1.2238
1,1,13140,2673,2651.9,2648.3,2665.1,2618,1.2238
1,1,13176,2673,2652.1,2648.6,2665.2,2618.5,1.2238
1,1,13212,2673,2652.3,2648.8,2665.3,2618.9,1.2238
1,1,13248,2673,2652.5,2649,2665.3,2619.3,1.2238
1,1,13284,2673,2652.6,2649.2,2665.4,2619.7,1.2238
1,1,13320,2673,2652.8,2649.4,2665.5,2620.1,1.2238
