% Model,LargeGraphiteBlockCharge_v3_mdotbnd_charge_discharge.mph
% Version,COMSOL 6.0.0.405
% Date,"Oct 3 2022, 18:08"
% Table,Accumulated Probe Table 24 - 
% hours (h),max_flowrate_factor,Time (s),"Temperature (K), inlet_T","Temperature (K), outlet_T_5","Temperature (K), block_1","Temperature (K), Sn_block_1","Temperature (K), bottom_right_T","Outward mass flow rate across feature selection (kg/s), mass_flowrate",Global Variable Probe 1
72,10,18180,2173,2672.7347199270234,2537.3393896913194,2517.319057877029,2672.8762134550398,0.06444728340827158,32.20654512409007
72,10,18360,2173,2672.7164128427285,2535.9984161696866,2515.978183696309,2672.8668248411645,0.06444966235489473,32.20655408091302
72,10,18540,2173,2672.6971754705937,2534.657449416175,2514.6373462071415,2672.8569050156684,0.06445207422069164,32.20651944130068
72,10,18720,2173,2672.67696335696,2533.3164897644283,2513.296521471948,2672.8464256636444,0.06445459718259332,32.20647739459431
72,10,18900,2173,2672.6558648066966,2531.9755347345254,2511.9556770593895,2672.8354361990237,0.0644573463817805,32.206491149533335
72,10,19080,2173,2672.6336457599305,2530.6345829273237,2510.614782855864,2672.823799757533,0.06446036571981588,32.206567531610055
72,10,19260,2173,2672.6102913557406,2529.2936341807936,2509.273901142892,2672.8115033223185,0.06446339482296683,32.20657546928255
72,10,19440,2173,2672.585687452671,2527.952690339152,2507.933073390575,2672.798477113759,0.0644665183688816,32.20654989699794
72,10,19620,2173,2672.5594701671453,2526.6117545724146,2506.592258234585,2672.7845030804083,0.0644697975826638,32.20649792217859
72,10,19800,2173,2672.5318862130407,2525.2708260547324,2505.2514590172786,2672.769719979911,0.06447322857676621,32.206433481196534
72,10,19980,2173,2672.5026434193624,2523.929900506724,2503.910609683718,2672.7539509059898,0.06447711513637437,32.20648945067359
72,10,20160,2173,2672.4717214292436,2522.5889768077477,2502.569734804728,2672.7371769457754,0.06448123244128917,32.20655216732986
72,10,20340,2173,2672.439389690178,2521.248058023765,2501.2288976666996,2672.7195527869153,0.06448532147000957,32.20650959895645
72,10,20520,2173,2672.405606373294,2519.9071453810043,2499.8880933346886,2672.7010492540994,0.0644895504361367,32.20644304029996
72,10,20700,2173,2672.36999485156,2518.5662365158996,2498.547270237249,2672.6814340540113,0.06449419111413526,32.206463884621286
72,10,20880,2173,2672.332631745328,2517.225330711367,2497.2064370413573,2672.660748209112,0.06449905248121708,32.20648162052612
72,10,21060,2173,2672.2936104168534,2515.884429690903,2495.865627481652,2672.6390427423685,0.06450400220139742,32.20643614547238
72,10,21240,2173,2672.252741599516,2514.5435334964745,2494.5248256761183,2672.6161973641474,0.0645092144846733,32.20640218990435
72,10,21420,2173,2672.210298355803,2513.202639040952,2493.183993936759,2672.5923787056345,0.06451479595760028,32.20645053835736
72,10,21600,2173,2672.165882483805,2511.861743975561,2491.8431218828214,2672.567337397927,0.06452076611567754,32.206565156663366
72,10,21780,2173,2672.119498151734,2510.520849557315,2490.502277352311,2672.5410674138448,0.06452675402609856,32.206561086866735
72,10,21960,2173,2672.070493552513,2509.179961667496,2489.161486384795,2672.513149941975,0.06453289603025533,32.20646427219253
72,10,22140,2173,2672.019274133416,2507.8390810276433,2487.820731078845,2672.4838322392698,0.06453930675388264,32.206358009396375
72,10,22320,2173,2671.9656910258013,2506.4982045968864,2486.479956870211,2672.4530156655,0.06454620342754222,32.20634099631551
72,10,22500,2173,2671.9096997395263,2505.157330782375,2485.1391594568604,2672.4206649657644,0.06455347042098784,32.20635254487941
72,10,22680,2173,2671.8512257538846,2503.816459419271,2483.7983559747922,2672.386725202632,0.0645610435886693,32.20635573015763
72,10,22860,2173,2671.7899062881643,2502.475588048927,2482.457521968134,2672.350956012737,0.06456911156454816,32.20642110639097
72,10,23040,2173,2671.725913048938,2501.134717495567,2481.1166872561307,2672.313459129704,0.06457744477830327,32.206445109426625
72,10,23220,2173,2671.6594125531897,2499.793851191829,2479.7758977896483,2672.274332905468,0.06458591625934831,32.20637506109612
72,10,23400,2173,2671.589822846567,2498.4529862703744,2478.435090462767,2672.233193369533,0.064594998808058,32.206409012483824
72,10,23580,2173,2671.517299113691,2497.1121225133775,2477.0942734785262,2672.1901329006305,0.06460444210311583,32.20643198799213
72,10,23760,2173,2671.441699411569,2495.7712605475485,2475.753461514311,2672.1450484565867,0.06461425088258894,32.20643701612308
72,10,23940,2173,2671.363017315247,2494.4304010051874,2474.4126605873225,2672.097928731623,0.06462441763932397,32.20641976697409
72,10,24120,2173,2671.2814048986124,2493.089546200754,2473.0718961246403,2672.0488652372865,0.06463483066143792,32.20633422736519
72,10,24300,2173,2671.196170405731,2491.748689983883,2471.7310745220097,2671.997395934043,0.06464603496379398,32.20640705087714
72,10,24480,2173,2671.1075130801432,2490.4078336798298,2470.390246434111,2671.943641355943,0.0646576181087503,32.206445357835186
72,10,24660,2173,2671.0156621380656,2489.0669836482207,2469.049494900602,2671.8877398357554,0.06466931812225467,32.206333284671864
72,10,24840,2173,2670.9198724143685,2487.7261350082545,2467.708711660925,2671.8291866103013,0.06468182829779522,32.20636769356625
72,10,25020,2173,2670.8203498369803,2486.3852868259937,2466.367907475726,2671.768110180508,0.06469482058149437,32.20639821452019
72,10,25200,2173,2670.716767347351,2485.0444352561854,2465.027060604621,2671.704277848109,0.06470846214557183,32.206486599112445
72,10,25380,2173,2670.609277015311,2483.7035840140397,2463.6862358151093,2671.637779723435,0.06472245646027737,32.2064947658535
72,10,25560,2173,2670.497805091462,2482.362738163416,2462.345475405584,2671.5685508499746,0.06473681678091481,32.206424257113206
72,10,25740,2173,2670.3822416043536,2481.021896450049,2461.0047297352726,2671.4965105439155,0.06475174458143891,32.206367867708586
72,10,25920,2173,2670.262778394039,2479.681060326985,2459.6640100202353,2671.4217805951157,0.06476706899788012,32.206252678324226
72,10,26100,2173,2670.1385222219897,2478.3402217661956,2458.323203786816,2671.3437424544304,0.06478344111691971,32.20634418132075
72,10,26280,2173,2670.009739876839,2476.9993821719913,2456.9823802680203,2671.2625638641543,0.06480033009260065,32.20639520325672
72,10,26460,2173,2669.8767376540573,2475.6585493581947,2455.6416489569733,2671.178437757867,0.06481740067548912,32.20625859085286
72,10,26640,2173,2669.7385544718613,2474.317717048621,2454.300876589056,2671.0906914439784,0.06483553247699375,32.206308681035296
72,10,26820,2173,2669.595478733674,2472.976884401558,2452.9600801431093,2670.9995137090195,0.0648542952181465,32.206349781790486
72,10,27000,2173,2669.447307444493,2471.636052320295,2451.6192986518063,2670.904748828319,0.06487367104738037,32.20635931551176
72,10,27180,2173,2669.2940559516765,2470.2952221095225,2450.278538194424,2670.8063971403685,0.06489364874097137,32.20633213916006
72,10,27360,2173,2669.136009190571,2468.954398046739,2448.937830440356,2670.70464417476,0.06491403934184978,32.20619241950496
72,10,27540,2173,2668.9720789712824,2467.613573230816,2447.597052404107,2670.5987160445356,0.06493565305524003,32.2062708451653
72,10,27720,2173,2668.8026044344956,2466.2727473334667,2446.256242406428,2670.48883585143,0.06495795656238225,32.206324042371946
72,10,27900,2173,2668.627974004813,2464.931927106533,2444.9155115320436,2670.3752587351073,0.06498055935482927,32.2061829827335
72,10,28080,2173,2668.4469678564037,2463.5911019398,2443.5746966649544,2670.2571164759515,0.0650045557800472,32.206310058076845
72,10,28260,2173,2668.2600033762333,2462.2502744796675,2442.2338775092894,2670.1346855699617,0.06502923207538133,32.20637769720719
72,10,28440,2173,2668.066729486926,2460.90944392303,2440.8930444233,2670.0076906947193,0.0650547705028089,32.20645247034811
72,10,28620,2173,2667.8666764485197,2459.568609567135,2439.5522045610733,2669.875774608685,0.06508128388586364,32.206558655599885
72,10,28800,2173,2667.6609458218477,2458.227784791509,2438.2115107338304,2669.7397079532643,0.06510792791985599,32.20634920533662
72,10,28980,2173,2667.449395650793,2456.8869722012323,2436.870899068329,2669.59938616163,0.06513526246667352,32.206091162202476
72,10,29160,2173,2667.231331859977,2455.5461668829284,2435.530263282371,2669.4543071223225,0.06516378531558532,32.20598440555936
72,10,29340,2173,2667.0064928487886,2454.205364364396,2434.1895644666897,2669.3042739170587,0.06519342648118386,32.20597597276498
72,10,29520,2173,2666.7747086294935,2452.8645630326596,2432.8488270135313,2669.1491473611704,0.06522404246817103,32.205982565358795
72,10,29700,2173,2666.535828063389,2451.523762857309,2431.508082174518,2668.9887979180926,0.0652556002916764,32.20597672572602
72,10,29880,2173,2666.2897012154476,2450.1829640804435,2430.1673439028277,2668.8230964767863,0.06528813168285778,32.205962970751685
72,10,30060,2173,2666.0361751995806,2448.8421667990724,2428.826614901617,2668.651912645477,0.06532167402881867,32.2059483208025
72,10,30240,2173,2665.7750949807914,2447.5013709886116,2427.485892716118,2668.4751144701595,0.06535625493119915,32.20593473131048
72,10,30420,2173,2665.5054502757257,2446.1605680053194,2426.1450711810194,2668.291943572771,0.06539245707416255,32.20614151594646
72,10,30600,2173,2665.2278759388787,2444.8197610751718,2424.8042412530685,2668.102840111296,0.06542951131613135,32.20622937885813
72,10,30780,2173,2664.9421319249623,2443.4789540220704,2423.4634582697395,2667.9075969961305,0.06546754390168012,32.20624311888352
72,10,30960,2173,2664.6482831205303,2442.138149122958,2422.1227177074766,2667.7062469240705,0.0655065780286672,32.20619662089531
72,10,31140,2173,2664.3468273017897,2440.797353200492,2420.782069232531,2667.4991435741986,0.06554631220913237,32.20597254528975
72,10,31320,2173,2664.0360436660876,2439.4565549136305,2419.4413249783283,2667.2850127808742,0.06558805641909805,32.20609973578204
72,10,31500,2173,2663.716512526301,2438.115753794421,2418.1005399017463,2667.0642668860946,0.06563094395646824,32.206187932127165
72,10,31680,2173,2663.388904700778,2436.774960848512,2416.7598787633206,2666.8373728140446,0.0656743355716414,32.20596548792851
